,decades,name,number
26709,2010s,Ellah,112
26710,2010s,Ellaina,5
26711,2010s,Ellamae,35
26712,2010s,Ellamarie,12
26713,2010s,Ellana,7
26714,2010s,Ellanie,17
26715,2010s,Ellanor,6
26716,2010s,Ellanora,7
26717,2010s,Ellanore,5
26718,2010s,Ellarose,50
26719,2010s,Ellasyn,44
26720,2010s,Ellayna,6
26721,2010s,Elle,6886
26722,2010s,Elleana,5
26723,2010s,Elleanor,12
26724,2010s,Ellee,159
26725,2010s,Elleigh,24
26726,2010s,Ellen,3237
26727,2010s,Ellena,176
26728,2010s,Ellenore,5
26729,2010s,Ellerie,5
26730,2010s,Ellery,1371
26731,2010s,Elli,337
26732,2010s,Ellia,303
26733,2010s,Elliana,10019
26734,2010s,Ellianna,1710
26735,2010s,Ellianne,6
26736,2010s,Ellie,37694
26737,2010s,Ellieana,39
26738,2010s,Elliemae,5
26739,2010s,Ellierose,6
26740,2010s,Elliette,368
26741,2010s,Ellina,11
26742,2010s,Ellington,172
26743,2010s,Ellinor,16
26744,2010s,Elliot,18361
26745,2010s,Elliott,17524
26746,2010s,Elliotte,99
26747,2010s,Ellis,7603
26748,2010s,Ellise,5
26749,2010s,Ellison,2167
26750,2010s,Ellisyn,113
26751,2010s,Ellora,59
26752,2010s,Ellory,21
26753,2010s,Ellowyn,11
26754,2010s,Elly,871
26755,2010s,Ellyana,261
26756,2010s,Ellyanna,28
26757,2010s,Ellyson,5
26758,2010s,Elma,28
26759,2010s,Elmer,980
26760,2010s,Elmin,5
26761,2010s,Elnatan,5
26762,2010s,Elnathan,33
26763,2010s,Elodie,1175
26764,2010s,Elody,5
26765,2010s,Eloisa,166
26766,2010s,Eloise,10089
26767,2010s,Elon,483
26768,2010s,Elora,1877
26769,2010s,Elouise,305
26770,2010s,Elowen,186
26771,2010s,Elowyn,208
26772,2010s,Eloy,261
26773,2010s,Elroy,11
26774,2010s,Elsa,4660
26775,2010s,Elsi,5
26776,2010s,Elsie,7572
26777,2010s,Elson,11
26778,2010s,Elsy,97
26779,2010s,Elton,208
26780,2010s,Eluzer,93
26781,2010s,Elva,189
26782,2010s,Elvia,145
26783,2010s,Elvin,751
26784,2010s,Elvina,5
26785,2010s,Elvira,209
26786,2010s,Elvis,1158
26787,2010s,Elwood,32
26788,2010s,Ely,566
26789,2010s,Elya,80
26790,2010s,Elyan,7
26791,2010s,Elyana,392
26792,2010s,Elyanna,129
26793,2010s,Elyas,301
26794,2010s,Elyjah,248
26795,2010s,Elyn,63
26796,2010s,Elynn,16
26797,2010s,Elyon,5
26798,2010s,Elysa,24
26799,2010s,Elyse,3826
26800,2010s,Elysia,336
26801,2010s,Elyssa,735
26802,2010s,Elysse,35
26803,2010s,Elyza,140
26804,2010s,Elyzabeth,11
26805,2010s,Elza,5
26806,2010s,Ema,815
26807,2010s,Emaan,291
26808,2010s,Emad,24
26809,2010s,Emalee,415
26810,2010s,Emaleigh,58
26811,2010s,Emalie,52
26812,2010s,Emaline,69
26813,2010s,Emaly,5
26814,2010s,Emalyn,618
26815,2010s,Emalynn,151
26816,2010s,Eman,201
26817,2010s,Emani,1477
26818,2010s,Emanuel,8693
26819,2010s,Emanuela,11
26820,2010s,Emanuella,5
26821,2010s,Emanuelly,11
26822,2010s,Emari,135
26823,2010s,Emarie,246
26824,2010s,Emarion,18
26825,2010s,Emarosa,5
26826,2010s,Ember,6785
26827,2010s,Emberlee,254
26828,2010s,Emberleigh,38
26829,2010s,Emberley,5
26830,2010s,Emberly,1273
26831,2010s,Emberlyn,349
26832,2010s,Emberlynn,439
26833,2010s,Embree,24
26834,2010s,Embry,114
26835,2010s,Emeli,166
26836,2010s,Emelia,3910
26837,2010s,Emelie,206
26838,2010s,Emelin,16
26839,2010s,Emelina,62
26840,2010s,Emeline,308
26841,2010s,Emelly,14
26842,2010s,Emely,6586
26843,2010s,Emelyn,436
26844,2010s,Emerald,1212
26845,2010s,Emeri,587
26846,2010s,Emeric,10
26847,2010s,Emerick,26
26848,2010s,Emerie,2157
26849,2010s,Emerly,5
26850,2010s,Emersen,42
26851,2010s,Emerson,22942
26852,2010s,Emersyn,7333
26853,2010s,Emery,20199
26854,2010s,Emet,6
26855,2010s,Emi,900
26856,2010s,Emie,5
26857,2010s,Emiko,144
26858,2010s,Emil,668
26859,2010s,Emile,153
26860,2010s,Emilee,4132
26861,2010s,Emileigh,67
26862,2010s,Emiley,65
26863,2010s,Emili,70
26864,2010s,Emilia,19351
26865,2010s,Emiliana,874
26866,2010s,Emilianna,5
26867,2010s,Emiliano,13451
26868,2010s,Emilie,2743
26869,2010s,Emilija,5
26870,2010s,Emilio,10765
26871,2010s,Emiliya,5
26872,2010s,Emilliano,11
26873,2010s,Emillie,5
26874,2010s,Emillio,7
26875,2010s,Emilly,75
26876,2010s,Emily,109149
26877,2010s,Emilyn,213
26878,2010s,Emilynn,42
26879,2010s,Emilyrose,5
26880,2010s,Emin,32
26881,2010s,Emina,25
26882,2010s,Emir,920
26883,2010s,Emireth,5
26884,2010s,Emitt,5
26885,2010s,Emiyah,36
26886,2010s,Emma,177420
26887,2010s,Emmaclaire,5
26888,2010s,Emmagrace,76
26889,2010s,Emmah,118
26890,2010s,Emmalee,2253
26891,2010s,Emmaleigh,500
26892,2010s,Emmalia,10
26893,2010s,Emmalie,30
26894,2010s,Emmalin,141
26895,2010s,Emmalina,113
26896,2010s,Emmaline,2088
26897,2010s,Emmaly,24
26898,2010s,Emmalyn,5103
26899,2010s,Emmalynn,2347
26900,2010s,Emmalynne,6
26901,2010s,Emmamarie,5
26902,2010s,Emmanuel,22372
26903,2010s,Emmanuela,26
26904,2010s,Emmanuella,241
26905,2010s,Emmanuelle,201
26906,2010s,Emmarae,10
26907,2010s,Emmarie,770
26908,2010s,Emmarose,192
26909,2010s,Emme,952
26910,2010s,Emmelia,21
26911,2010s,Emmeline,2075
26912,2010s,Emmely,46
26913,2010s,Emmelyn,61
26914,2010s,Emmerie,10
26915,2010s,Emmerson,696
26916,2010s,Emmersyn,187
26917,2010s,Emmery,118
26918,2010s,Emmet,1194
26919,2010s,Emmett,21685
26920,2010s,Emmi,269
26921,2010s,Emmie,2044
26922,2010s,Emmily,64
26923,2010s,Emmilyn,10
26924,2010s,Emmit,387
26925,2010s,Emmitt,3255
26926,2010s,Emmory,5
26927,2010s,Emmy,3537
26928,2010s,Emmylou,126
26929,2010s,Emnet,12
26930,2010s,Emoni,565
26931,2010s,Emonie,25
26932,2010s,Emoree,11
26933,2010s,Emori,143
26934,2010s,Emorie,180
26935,2010s,Emory,4898
26936,2010s,Empress,321
26937,2010s,Emran,47
26938,2010s,Emre,39
26939,2010s,Emree,167
26940,2010s,Emri,31
26941,2010s,Emric,16
26942,2010s,Emrick,5
26943,2010s,Emrie,393
26944,2010s,Emry,566
26945,2010s,Emryn,6
26946,2010s,Emrys,96
26947,2010s,Emsley,56
26948,2010s,Emunah,24
26949,2010s,Emy,111
26950,2010s,Emylee,14
26951,2010s,Ena,89
26952,2010s,Enalina,15
26953,2010s,Enaya,27
26954,2010s,Ender,397
26955,2010s,Endia,6
26956,2010s,Endy,5
26957,2010s,Enedina,12
26958,2010s,Enes,5
26959,2010s,Eniola,19
26960,2010s,Enis,6
26961,2010s,Eniya,5
26962,2010s,Eniyah,88
26963,2010s,Enmanuel,125
26964,2010s,Enoc,114
26965,2010s,Enoch,1968
26966,2010s,Enos,149
26967,2010s,Enrico,61
26968,2010s,Enrique,6302
26969,2010s,Enslee,5
26970,2010s,Ensley,750
26971,2010s,Envy,36
26972,2010s,Enya,101
26973,2010s,Enzley,5
26974,2010s,Enzo,8385
26975,2010s,Eoin,107
26976,2010s,Eowyn,209
26977,2010s,Ephraim,1408
26978,2010s,Ephram,6
26979,2010s,Epiphany,5
26980,2010s,Era,31
26981,2010s,Erabella,5
26982,2010s,Erandi,22
26983,2010s,Erandy,10
26984,2010s,Erasmo,90
26985,2010s,Erdem,6
26986,2010s,Eren,169
26987,2010s,Erian,5
26988,2010s,Eriana,92
26989,2010s,Erianna,138
26990,2010s,Eriberto,18
26991,2010s,Eric,28850
26992,2010s,Erica,3937
26993,2010s,Erich,32
26994,2010s,Erick,13126
26995,2010s,Ericka,424
26996,2010s,Erickson,50
26997,2010s,Ericson,22
26998,2010s,Eriel,65
26999,2010s,Erielle,11
27000,2010s,Erik,9233
27001,2010s,Erika,3725
27002,2010s,Erin,9536
27003,2010s,Erina,57
27004,2010s,Erinn,11
27005,2010s,Erion,11
27006,2010s,Eris,245
27007,2010s,Erleen,6
27008,2010s,Erma,33
27009,2010s,Ernest,1496
27010,2010s,Ernesto,3300
27011,2010s,Ernie,99
27012,2010s,Eron,13
27013,2010s,Eros,290
27014,2010s,Errol,29
27015,2010s,Ervey,12
27016,2010s,Ervin,567
27017,2010s,Erwin,257
27018,2010s,Eryk,44
27019,2010s,Erykah,21
27020,2010s,Eryn,678
27021,2010s,Erynn,80
27022,2010s,Erza,18
27023,2010s,Esa,49
27024,2010s,Esabella,86
27025,2010s,Esai,327
27026,2010s,Esaias,49
27027,2010s,Esau,157
27028,2010s,Esbeidy,18
27029,2010s,Escher,12
27030,2010s,Esdras,167
27031,2010s,Esequiel,57
27032,2010s,Esha,254
27033,2010s,Eshaal,179
27034,2010s,Eshaan,211
27035,2010s,Eshal,242
27036,2010s,Eshan,294
27037,2010s,Esiah,11
27038,2010s,Esli,15
27039,2010s,Esly,5
27040,2010s,Esma,10
27041,2010s,Esmae,137
27042,2010s,Esme,2800
27043,2010s,Esmee,125
27044,2010s,Esmeralda,7786
27045,2010s,Esmerelda,10
27046,2010s,Esmie,7
27047,2010s,Esperanza,1922
27048,2010s,Esra,6
27049,2010s,Essa,64
27050,2010s,Essence,1274
27051,2010s,Essiah,5
27052,2010s,Essie,21
27053,2010s,Esteban,6432
27054,2010s,Estee,5
27055,2010s,Estefani,365
27056,2010s,Estefania,884
27057,2010s,Estefanie,6
27058,2010s,Estefany,824
27059,2010s,Estela,400
27060,2010s,Estella,2222
27061,2010s,Estelle,2094
27062,2010s,Estephania,6
27063,2010s,Estephanie,58
27064,2010s,Estephany,23
27065,2010s,Ester,616
27066,2010s,Estevan,811
27067,2010s,Esteven,5
27068,2010s,Esther,13876
27069,2010s,Esti,12
27070,2010s,Estrella,3654
27071,2010s,Estrellita,28
27072,2010s,Esty,203
27073,2010s,Esvin,11
27074,2010s,Eternity,293
27075,2010s,Ethan,135326
27076,2010s,Ethaniel,140
27077,2010s,Ethanjacob,5
27078,2010s,Ethanjames,5
27079,2010s,Ethanjohn,10
27080,2010s,Ethel,11
27081,2010s,Ethen,614
27082,2010s,Ethyn,222
27083,2010s,Etienne,50
27084,2010s,Etta,1274
27085,2010s,Ettel,24
27086,2010s,Etty,156
27087,2010s,Euan,5
27088,2010s,Eudora,5
27089,2010s,Eugene,2014
27090,2010s,Eugenia,162
27091,2010s,Eugenio,222
27092,2010s,Eulalia,65
27093,2010s,Euna,5
27094,2010s,Eunice,879
27095,2010s,Eusebio,24
27096,2010s,Eva,31921
27097,2010s,Evaan,18
27098,2010s,Evah,30
27099,2010s,Evalee,42
27100,2010s,Evaleigh,10
27101,2010s,Evalena,6
27102,2010s,Evalette,5
27103,2010s,Evalin,5
27104,2010s,Evalina,343
27105,2010s,Evaline,5
27106,2010s,Evaluna,42
27107,2010s,Evalyn,2060
27108,2010s,Evalyna,5
27109,2010s,Evalynn,1272
27110,2010s,Evalynne,5
27111,2010s,Evamarie,38
27112,2010s,Evan,59723
27113,2010s,Evana,59
27114,2010s,Evander,434
27115,2010s,Evanee,5
27116,2010s,Evangaline,5
27117,2010s,Evangelia,23
27118,2010s,Evangelina,1143
27119,2010s,Evangeline,10149
27120,2010s,Evangelos,45
27121,2010s,Evangelyn,23
27122,2010s,Evani,12
27123,2010s,Evania,5
27124,2010s,Evanie,38
27125,2010s,Evanna,86
27126,2010s,Evanny,7
27127,2010s,Evans,105
27128,2010s,Evany,96
27129,2010s,Evaristo,36
27130,2010s,Eve,5352
27131,2010s,Evee,11
27132,2010s,Eveleen,10
27133,2010s,Eveleigh,5
27134,2010s,Evelett,5
27135,2010s,Evelia,18
27136,2010s,Evelin,782
27137,2010s,Evelina,956
27138,2010s,Eveline,40
27139,2010s,Evelio,5
27140,2010s,Evely,5
27141,2010s,Evelyn,76389
27142,2010s,Evelyne,58
27143,2010s,Evelynn,5890
27144,2010s,Evelynne,101
27145,2010s,Even,23
27146,2010s,Eveny,11
27147,2010s,Ever,1099
27148,2010s,Everardo,475
27149,2010s,Everest,438
27150,2010s,Everett,22532
27151,2010s,Everette,164
27152,2010s,Everhett,12
27153,2010s,Everitt,6
27154,2010s,Everlee,1479
27155,2010s,Everleigh,4173
27156,2010s,Everley,517
27157,2010s,Everlie,65
27158,2010s,Everly,16137
27159,2010s,Everlyn,39
27160,2010s,Everlynn,24
27161,2010s,Everson,14
27162,2010s,Evette,98
27163,2010s,Evey,76
27164,2010s,Eviana,75
27165,2010s,Evianna,113
27166,2010s,Evie,5524
27167,2010s,Evin,254
27168,2010s,Evita,15
27169,2010s,Evoleht,11
27170,2010s,Evolet,502
27171,2010s,Evoleth,20
27172,2010s,Evolett,11
27173,2010s,Evolette,15
27174,2010s,Evonne,5
27175,2010s,Evony,13
27176,2010s,Evren,76
27177,2010s,Evy,69
27178,2010s,Evyn,125
27179,2010s,Ewan,721
27180,2010s,Exavier,62
27181,2010s,Exodus,23
27182,2010s,Exzavier,5
27183,2010s,Eyad,208
27184,2010s,Eyal,33
27185,2010s,Eyan,158
27186,2010s,Eydan,33
27187,2010s,Eyden,58
27188,2010s,Eyleen,20
27189,2010s,Eymen,6
27190,2010s,Eyoel,5
27191,2010s,Eytan,21
27192,2010s,Eythan,59
27193,2010s,Ezabella,21
27194,2010s,Ezana,54
27195,2010s,Ezariah,11
27196,2010s,Ezechiel,5
27197,2010s,Ezekial,35
27198,2010s,Ezekiel,24801
27199,2010s,Ezel,5
27200,2010s,Ezequiel,4474
27201,2010s,Eziah,43
27202,2010s,Ezinne,5
27203,2010s,Ezio,328
27204,2010s,Ezlyn,6
27205,2010s,Ezlynn,7
27206,2010s,Ezmae,10
27207,2010s,Ezmeralda,40
27208,2010s,Ezoza,5
27209,2010s,Ezra,32285
27210,2010s,Ezrael,32
27211,2010s,Ezrah,493
27212,2010s,Ezri,90
27213,2010s,Ezriel,139
27214,2010s,Eztli,5
27215,2010s,Fabian,8650
27216,2010s,Fabiana,250
27217,2010s,Fabianna,8
27218,2010s,Fabio,295
27219,2010s,Fabiola,663
27220,2010s,Fabrice,10
27221,2010s,Fabricio,124
27222,2010s,Fabrizio,156
27223,2010s,Fadel,5
27224,2010s,Faduma,22
27225,2010s,Fadumo,21
27226,2010s,Fae,10
27227,2010s,Fahad,137
27228,2010s,Fahd,15
27229,2010s,Faheem,30
27230,2010s,Fahim,22
27231,2010s,Faiga,423
27232,2010s,Faige,22
27233,2010s,Faigy,986
27234,2010s,Faisal,200
27235,2010s,Faith,29508
27236,2010s,Faithlyn,16
27237,2010s,Faithlynn,65
27238,2010s,Faiz,5
27239,2010s,Faiza,66
27240,2010s,Faizan,64
27241,2010s,Fajr,23
27242,2010s,Falcon,10
27243,2010s,Fallon,1501
27244,2010s,Fallyn,136
27245,2010s,Falon,12
27246,2010s,Falyn,24
27247,2010s,Falynn,27
27248,2010s,Fancy,5
27249,2010s,Fannie,235
27250,2010s,Fanny,87
27251,2010s,Fanta,127
27252,2010s,Farah,1066
27253,2010s,Faraz,12
27254,2010s,Fardowsa,5
27255,2010s,Fareed,42
27256,2010s,Fareedah,13
27257,2010s,Fares,128
27258,2010s,Farhan,242
27259,2010s,Faria,5
27260,2010s,Farid,68
27261,2010s,Farida,146
27262,2010s,Fariha,21
27263,2010s,Faris,636
27264,2010s,Fariza,10
27265,2010s,Farrah,3180
27266,2010s,Farzana,5
27267,2010s,Farzeen,5
27268,2010s,Farzona,22
27269,2010s,Fateh,109
27270,2010s,Fatema,40
27271,2010s,Fatiha,38
27272,2010s,Fatima,9252
27273,2010s,Fatimah,527
27274,2010s,Fatimata,21
27275,2010s,Fatimatou,5
27276,2010s,Fatin,5
27277,2010s,Fatma,34
27278,2010s,Fatmata,6
27279,2010s,Fatou,117
27280,2010s,Fatoumata,488
27281,2010s,Fatuma,17
27282,2010s,Fatumata,11
27283,2010s,Faustina,6
27284,2010s,Faustino,102
27285,2010s,Fausto,147
27286,2010s,Favian,299
27287,2010s,Favio,5
27288,2010s,Favor,22
27289,2010s,Favour,54
27290,2010s,Fay,56
27291,2010s,Faye,2078
27292,2010s,Fayth,150
27293,2010s,Feather,10
27294,2010s,Febe,5
27295,2010s,Federica,6
27296,2010s,Federico,418
27297,2010s,Fedor,31
27298,2010s,Feiga,24
27299,2010s,Feige,15
27300,2010s,Feigy,12
27301,2010s,Feish,12
27302,2010s,Felicia,440
27303,2010s,Feliciano,26
27304,2010s,Felicity,5707
27305,2010s,Felipe,2471
27306,2010s,Felix,11158
27307,2010s,Female,207
27308,2010s,Fender,5
27309,2010s,Fenix,94
27310,2010s,Fenton,5
27311,2010s,Feras,5
27312,2010s,Ferdinand,37
27313,2010s,Fergus,5
27314,2010s,Fermin,175
27315,2010s,Fern,215
27316,2010s,Fernanda,6075
27317,2010s,Fernando,12482
27318,2010s,Ferran,6
27319,2010s,Ferris,47
27320,2010s,Feynman,29
27321,2010s,Fia,10
27322,2010s,Fidel,504
27323,2010s,Fidencio,5
27324,2010s,Filiberto,72
27325,2010s,Filip,546
27326,2010s,Filippo,11
27327,2010s,Filomena,12
27328,2010s,Fin,10
27329,2010s,Findlay,6
27330,2010s,Finian,16
27331,2010s,Finlay,72
27332,2010s,Finlee,121
27333,2010s,Finleigh,157
27334,2010s,Finley,19031
27335,2010s,Finn,14849
27336,2010s,Finneas,17
27337,2010s,Finnegan,5347
27338,2010s,Finnian,800
27339,2010s,Finnick,251
27340,2010s,Finnigan,170
27341,2010s,Finnleigh,5
27342,2010s,Finnley,2480
27343,2010s,Fintan,5
27344,2010s,Fiona,13168
27345,2010s,Fionn,63
27346,2010s,Fionna,10
27347,2010s,Fiora,6
27348,2010s,Fiorella,271
27349,2010s,Firman,5
27350,2010s,Fischer,331
27351,2010s,Fishel,35
27352,2010s,Fisher,2089
27353,2010s,Fitz,38
27354,2010s,Fitzgerald,136
27355,2010s,Fiza,10
27356,2010s,Flavia,28
27357,2010s,Flavio,152
27358,2010s,Fletcher,2502
27359,2010s,Flint,171
27360,2010s,Flor,554
27361,2010s,Flora,1002
27362,2010s,Florence,1062
27363,2010s,Florencia,40
27364,2010s,Florentino,19
27365,2010s,Florian,10
27366,2010s,Floyd,288
27367,2010s,Flynn,2167
27368,2010s,Ford,1795
27369,2010s,Forest,630
27370,2010s,Forever,20
27371,2010s,Forrest,2344
27372,2010s,Fortune,22
27373,2010s,Foster,1155
27374,2010s,Fox,1177
27375,2010s,Fradel,140
27376,2010s,Frady,114
27377,2010s,Fraida,105
27378,2010s,Fraidy,294
27379,2010s,Frances,4395
27380,2010s,Francesca,5847
27381,2010s,Francesco,877
27382,2010s,Franchesca,206
27383,2010s,Francheska,57
27384,2010s,Francine,172
27385,2010s,Francis,4511
27386,2010s,Francisca,172
27387,2010s,Francisco,13639
27388,2010s,Franciszek,17
27389,2010s,Franco,1941
27390,2010s,Francois,5
27391,2010s,Frank,8239
27392,2010s,Frankee,12
27393,2010s,Franki,28
27394,2010s,Frankie,3022
27395,2010s,Franklin,5076
27396,2010s,Franklyn,31
27397,2010s,Franko,20
27398,2010s,Franky,188
27399,2010s,Fransisco,24
27400,2010s,Frantz,11
27401,2010s,Franz,14
27402,2010s,Fred,458
27403,2010s,Freda,10
27404,2010s,Freddie,402
27405,2010s,Freddy,1366
27406,2010s,Frederic,52
27407,2010s,Frederick,4396
27408,2010s,Fredi,12
27409,2010s,Fredrick,766
27410,2010s,Fredrik,6
27411,2010s,Fredy,463
27412,2010s,Freedom,5
27413,2010s,Freeman,25
27414,2010s,Freida,77
27415,2010s,Freidy,10
27416,2010s,Freja,15
27417,2010s,Freya,5078
27418,2010s,Freyja,643
27419,2010s,Frida,2239
27420,2010s,Frieda,122
27421,2010s,Frimet,135
27422,2010s,Frimmy,25
27423,2010s,Frimy,37
27424,2010s,Fritz,32
27425,2010s,Froilan,7
27426,2010s,Froylan,30
27427,2010s,Fruma,5
27428,2010s,Fulton,38
27429,2010s,Fynlee,29
27430,2010s,Fynn,264
27431,2010s,Gabbanelli,8
27432,2010s,Gabby,106
27433,2010s,Gabe,210
27434,2010s,Gaberiel,6
27435,2010s,Gabino,163
27436,2010s,Gabrial,23
27437,2010s,Gabrian,5
27438,2010s,Gabriel,96291
27439,2010s,Gabriela,12816
27440,2010s,Gabriele,10
27441,2010s,Gabriella,44483
27442,2010s,Gabrielle,17481
27443,2010s,Gabrielly,7
27444,2010s,Gabryel,10
27445,2010s,Gabryella,42
27446,2010s,Gaby,160
27447,2010s,Gadiel,461
27448,2010s,Gael,17106
27449,2010s,Gaelle,42
27450,2010s,Gaetano,48
27451,2010s,Gage,15692
27452,2010s,Gaia,322
27453,2010s,Gaige,819
27454,2010s,Gail,5
27455,2010s,Gaines,17
27456,2010s,Gaius,10
27457,2010s,Gala,223
27458,2010s,Galaxy,5
27459,2010s,Galen,97
27460,2010s,Gali,5
27461,2010s,Galia,48
27462,2010s,Galiana,5
27463,2010s,Galilea,3042
27464,2010s,Galileah,67
27465,2010s,Galilee,81
27466,2010s,Galileo,36
27467,2010s,Galina,15
27468,2010s,Galvin,6
27469,2010s,Galya,5
27470,2010s,Gamaliel,161
27471,2010s,Gannon,2353
27472,2010s,Gardenia,19
27473,2010s,Garen,18
27474,2010s,Gareth,255
27475,2010s,Garett,18
27476,2010s,Garland,6
27477,2010s,Garner,18
27478,2010s,Garren,33
27479,2010s,Garret,223
27480,2010s,Garrett,12988
27481,2010s,Garrick,40
27482,2010s,Garrison,1091
27483,2010s,Garron,5
27484,2010s,Garry,22
27485,2010s,Garvey,5
27486,2010s,Garvin,5
27487,2010s,Gary,3809
27488,2010s,Gaspar,51
27489,2010s,Gaspard,11
27490,2010s,Gaston,33
27491,2010s,Gatlin,1015
27492,2010s,Gatlyn,5
27493,2010s,Gauge,1757
27494,2010s,Gaurav,7
27495,2010s,Gauri,45
27496,2010s,Gautam,41
27497,2010s,Gautham,60
27498,2010s,Gavan,29
27499,2010s,Gaven,300
27500,2010s,Gavin,57926
27501,2010s,Gavino,142
27502,2010s,Gavriel,390
27503,2010s,Gavriella,7
27504,2010s,Gavyn,1285
27505,2010s,Gayane,15
27506,2010s,Gedalya,35
27507,2010s,Gehrig,10
27508,2010s,Geisha,5
27509,2010s,Gelila,11
27510,2010s,Gema,335
27511,2010s,Gemma,9668
27512,2010s,Genaro,334
27513,2010s,Genavie,5
27514,2010s,Genavieve,56
27515,2010s,Gene,194
27516,2010s,Genendy,5
27517,2010s,Genesee,17
27518,2010s,Genesis,36683
27519,2010s,Genessa,5
27520,2010s,Genessis,257
27521,2010s,Genesys,28
27522,2010s,Geneva,990
27523,2010s,Genevie,131
27524,2010s,Genevieve,13727
27525,2010s,Genevy,5
27526,2010s,Genisis,67
27527,2010s,Genna,5
27528,2010s,Gennady,18
27529,2010s,Gennaro,29
27530,2010s,Gennesis,110
27531,2010s,Geno,154
27532,2010s,Genoveva,12
27533,2010s,Gentry,993
27534,2010s,Geo,36
27535,2010s,Geoffrey,375
27536,2010s,George,24617
27537,2010s,Georgette,56
27538,2010s,Georgia,11073
27539,2010s,Georgiana,292
27540,2010s,Georgianna,24
27541,2010s,Georgie,42
27542,2010s,Georgina,741
27543,2010s,Georgio,5
27544,2010s,Georgios,30
27545,2010s,Geovani,174
27546,2010s,Geovanna,45
27547,2010s,Geovanni,829
27548,2010s,Geovannie,8
27549,2010s,Geovanny,459
27550,2010s,Geovany,218
27551,2010s,Gerald,2286
27552,2010s,Geraldine,1195
27553,2010s,Geraldo,6
27554,2010s,Geraldy,6
27555,2010s,Gerard,1048
27556,2010s,Gerardo,6185
27557,2010s,Geremiah,23
27558,2010s,Geremy,12
27559,2010s,Germain,5
27560,2010s,Germaine,5
27561,2010s,German,1059
27562,2010s,Germani,5
27563,2010s,Geronimo,166
27564,2010s,Gerrit,28
27565,2010s,Gershon,143
27566,2010s,Gerson,577
27567,2010s,Gertrude,5
27568,2010s,Getsemani,72
27569,2010s,Getzel,5
27570,2010s,Gevorg,22
27571,2010s,Gevork,16
27572,2010s,Ghadeer,5
27573,2010s,Ghazal,5
27574,2010s,Gia,7630
27575,2010s,Giabella,22
27576,2010s,Giacomo,100
27577,2010s,Giada,1817
27578,2010s,Gian,786
27579,2010s,Giana,3011
27580,2010s,Giancarlo,1926
27581,2010s,Giancarlos,102
27582,2010s,Gianella,166
27583,2010s,Gianelle,12
27584,2010s,Gianfranco,41
27585,2010s,Giani,5
27586,2010s,Gianluca,1034
27587,2010s,Gianlucas,17
27588,2010s,Gianmarco,80
27589,2010s,Gianna,31030
27590,2010s,Giannah,45
27591,2010s,Gianni,4743
27592,2010s,Giannis,20
27593,2010s,Gianny,27
27594,2010s,Giavana,16
27595,2010s,Giavanna,1796
27596,2010s,Giavonna,172
27597,2010s,Gibran,149
27598,2010s,Gibson,1630
27599,2010s,Gideon,7732
27600,2010s,Gigi,115
27601,2010s,Gil,129
27602,2010s,Gila,17
27603,2010s,Gilbert,1424
27604,2010s,Gilberto,1444
27605,2010s,Gildardo,6
27606,2010s,Gillian,731
27607,2010s,Gimena,48
27608,2010s,Gina,836
27609,2010s,Ginger,317
27610,2010s,Ginny,5
27611,2010s,Gino,1249
27612,2010s,Gio,215
27613,2010s,Gioia,23
27614,2010s,Gionna,58
27615,2010s,Gionni,609
27616,2010s,Giordan,5
27617,2010s,Giorgi,21
27618,2010s,Giorgio,247
27619,2010s,Giovana,24
27620,2010s,Giovani,2397
27621,2010s,Giovanna,2480
27622,2010s,Giovanni,27096
27623,2010s,Giovannie,39
27624,2010s,Giovanny,1609
27625,2010s,Giovany,219
27626,2010s,Giovonni,118
27627,2010s,Girl,42
27628,2010s,Gisel,161
27629,2010s,Gisela,211
27630,2010s,Gisele,819
27631,2010s,Gisell,153
27632,2010s,Gisella,114
27633,2010s,Giselle,13992
27634,2010s,Gissel,258
27635,2010s,Gissele,32
27636,2010s,Gissell,86
27637,2010s,Gisselle,1715
27638,2010s,Gita,12
27639,2010s,Gitel,25
27640,2010s,Gittel,336
27641,2010s,Gitty,1009
27642,2010s,Giulia,711
27643,2010s,Giuliana,6634
27644,2010s,Giulianna,461
27645,2010s,Giuliano,88
27646,2010s,Giulietta,171
27647,2010s,Giulio,17
27648,2010s,Giuseppe,669
27649,2010s,Given,5
27650,2010s,Gizel,22
27651,2010s,Gizelle,583
27652,2010s,Gizzelle,7
27653,2010s,Gladis,43
27654,2010s,Gladys,332
27655,2010s,Gleb,18
27656,2010s,Glen,334
27657,2010s,Glenda,82
27658,2010s,Glendon,5
27659,2010s,Glenn,954
27660,2010s,Gloria,4682
27661,2010s,Gloriana,16
27662,2010s,Glory,364
27663,2010s,Goddess,42
27664,2010s,Godfrey,5
27665,2010s,Godric,17
27666,2010s,Godson,5
27667,2010s,Gohan,44
27668,2010s,Gohar,10
27669,2010s,Golda,202
27670,2010s,Golden,34
27671,2010s,Goldie,395
27672,2010s,Goldy,286
27673,2010s,Gonzalo,949
27674,2010s,Gor,20
27675,2010s,Gordon,1456
27676,2010s,Gorgeous,5
27677,2010s,Gotham,27
27678,2010s,Grace,66726
27679,2010s,Gracee,64
27680,2010s,Gracelyn,6866
27681,2010s,Gracelynn,5629
27682,2010s,Gracelynne,5
27683,2010s,Gracen,361
27684,2010s,Graceson,26
27685,2010s,Gracey,230
