,decades,name,number
85000,80s,Nicholaus,514
85001,80s,Nichole,27202
85002,80s,Nicholes,39
85003,80s,Nicholette,50
85004,80s,Nicholis,28
85005,80s,Nicholle,179
85006,80s,Nicholos,16
85007,80s,Nichols,53
85008,80s,Nicholus,10
85009,80s,Nick,2101
85010,80s,Nicki,609
85011,80s,Nickie,229
85012,80s,Nicklas,50
85013,80s,Nicklaus,193
85014,80s,Nicko,12
85015,80s,Nickolaos,7
85016,80s,Nickolas,6646
85017,80s,Nickolaus,128
85018,80s,Nickole,273
85019,80s,Nicky,306
85020,80s,Nico,314
85021,80s,Nicol,54
85022,80s,Nicola,516
85023,80s,Nicolai,5
85024,80s,Nicolaos,5
85025,80s,Nicolas,9747
85026,80s,Nicolasa,11
85027,80s,Nicolaus,55
85028,80s,Nicole,210879
85029,80s,Nicolet,5
85030,80s,Nicolett,12
85031,80s,Nicoletta,12
85032,80s,Nicolette,2366
85033,80s,Nicolina,17
85034,80s,Nicolle,856
85035,80s,Nicollette,23
85036,80s,Nicolo,7
85037,80s,Nida,60
85038,80s,Nidal,5
85039,80s,Nidia,443
85040,80s,Nidya,10
85041,80s,Niema,10
85042,80s,Niesha,514
85043,80s,Nieves,24
85044,80s,Nigel,1365
85045,80s,Nija,15
85046,80s,Nijah,11
85047,80s,Nika,48
85048,80s,Nikesha,15
85049,80s,Niketa,6
85050,80s,Nikeya,19
85051,80s,Nikhil,160
85052,80s,Niki,979
85053,80s,Nikia,932
85054,80s,Nikima,5
85055,80s,Nikisha,105
85056,80s,Nikita,2982
85057,80s,Nikiya,20
85058,80s,Nikki,10229
85059,80s,Nikkia,151
85060,80s,Nikkie,10
85061,80s,Nikkita,40
85062,80s,Nikko,99
85063,80s,Nikkole,16
85064,80s,Niko,113
85065,80s,Nikol,5
85066,80s,Nikola,56
85067,80s,Nikolai,61
85068,80s,Nikolaos,102
85069,80s,Nikolas,1354
85070,80s,Nikolaus,189
85071,80s,Nikole,1247
85072,80s,Nila,15
85073,80s,Nilda,148
85074,80s,Nile,27
85075,80s,Niles,83
85076,80s,Nils,37
85077,80s,Nilsa,49
85078,80s,Nilson,5
85079,80s,Nima,130
85080,80s,Nina,13378
85081,80s,Ninette,5
85082,80s,Ninfa,114
85083,80s,Nino,45
85084,80s,Ninos,11
85085,80s,Niomi,5
85086,80s,Nirav,24
85087,80s,Nisha,495
85088,80s,Nissa,38
85089,80s,Nita,59
85090,80s,Nitasha,6
85091,80s,Nitza,10
85092,80s,Nivea,11
85093,80s,Nixon,5
85094,80s,Nixzaliz,6
85095,80s,Niya,91
85096,80s,Njeri,6
85097,80s,Nkosi,5
85098,80s,Nnamdi,5
85099,80s,Nneka,85
85100,80s,Noa,7
85101,80s,Noah,11784
85102,80s,Noam,43
85103,80s,Noami,10
85104,80s,Noble,26
85105,80s,Nocole,5
85106,80s,Noe,2454
85107,80s,Noel,6156
85108,80s,Noelani,99
85109,80s,Noelia,344
85110,80s,Noell,10
85111,80s,Noelle,4084
85112,80s,Noemi,2505
85113,80s,Noemy,156
85114,80s,Nohealani,37
85115,80s,Nohelani,21
85116,80s,Nohely,31
85117,80s,Nohemi,197
85118,80s,Nola,95
85119,80s,Nolan,4163
85120,80s,Nolberto,56
85121,80s,Nona,5
85122,80s,Noor,84
85123,80s,Nora,5092
85124,80s,Norah,57
85125,80s,Norbert,76
85126,80s,Norberto,679
85127,80s,Noreen,330
85128,80s,Noriko,5
85129,80s,Norine,6
85130,80s,Norma,5062
85131,80s,Norman,5411
85132,80s,Norris,359
85133,80s,Nosson,22
85134,80s,Nou,79
85135,80s,Nour,10
85136,80s,Nova,79
85137,80s,Novella,5
85138,80s,Nubia,257
85139,80s,Nuno,11
85140,80s,Nunzio,6
85141,80s,Nuria,24
85142,80s,Nuvia,119
85143,80s,Nya,5
85144,80s,Nyasha,14
85145,80s,Nyasia,57
85146,80s,Nycole,40
85147,80s,Nydia,465
85148,80s,Nyema,11
85149,80s,Nyesha,141
85150,80s,Nyiesha,5
85151,80s,Nyisha,27
85152,80s,Nykea,5
85153,80s,Nykia,20
85154,80s,Nyla,10
85155,80s,Nyle,6
85156,80s,Nyree,11
85157,80s,Nyssa,101
85158,80s,Nzinga,5
85159,80s,Oanh,42
85160,80s,Obed,157
85161,80s,Obinna,10
85162,80s,Obrian,22
85163,80s,Obryan,11
85164,80s,Ocie,10
85165,80s,Octavia,2734
85166,80s,Octavian,5
85167,80s,Octaviano,17
85168,80s,Octavio,1238
85169,80s,Octavious,109
85170,80s,Octavius,412
85171,80s,Odalis,32
85172,80s,Odalys,39
85173,80s,Odell,103
85174,80s,Odessa,77
85175,80s,Odette,10
85176,80s,Odis,18
85177,80s,Ofelia,507
85178,80s,Ofilia,5
85179,80s,Ogechi,5
85180,80s,Okey,5
85181,80s,Oksana,5
85182,80s,Ola,11
85183,80s,Olaf,6
85184,80s,Olajuwon,13
85185,80s,Olegario,18
85186,80s,Olen,5
85187,80s,Olga,2309
85188,80s,Olimpia,11
85189,80s,Olin,20
85190,80s,Oliva,37
85191,80s,Oliver,3634
85192,80s,Oliverio,6
85193,80s,Olivia,13861
85194,80s,Olivier,36
85195,80s,Ollie,44
85196,80s,Olufemi,10
85197,80s,Olympia,137
85198,80s,Omaira,5
85199,80s,Omar,13340
85200,80s,Omari,339
85201,80s,Omarr,12
85202,80s,Omayra,65
85203,80s,Omeed,16
85204,80s,Omega,6
85205,80s,Omer,67
85206,80s,Omero,83
85207,80s,Omid,82
85208,80s,Ondrea,5
85209,80s,Oneal,5
85210,80s,Oneida,53
85211,80s,Oneil,49
85212,80s,Onesimo,11
85213,80s,Ong,5
85214,80s,Onica,12
85215,80s,Onofre,5
85216,80s,Ontario,17
85217,80s,Oona,5
85218,80s,Opal,123
85219,80s,Ophelia,48
85220,80s,Oprah,11
85221,80s,Ora,33
85222,80s,Oracio,58
85223,80s,Oralia,255
85224,80s,Oran,13
85225,80s,Orasio,5
85226,80s,Orel,6
85227,80s,Oren,241
85228,80s,Orenthal,6
85229,80s,Orestes,19
85230,80s,Ori,18
85231,80s,Oriana,81
85232,80s,Orin,39
85233,80s,Orion,256
85234,80s,Orissa,6
85235,80s,Orit,5
85236,80s,Orlando,7240
85237,80s,Orly,14
85238,80s,Orpha,5
85239,80s,Orrin,30
85240,80s,Orry,39
85241,80s,Orson,5
85242,80s,Ortencia,5
85243,80s,Orville,55
85244,80s,Osama,12
85245,80s,Osbaldo,271
85246,80s,Oscar,15253
85247,80s,Osei,5
85248,80s,Oshea,5
85249,80s,Osher,6
85250,80s,Osiel,113
85251,80s,Osiris,26
85252,80s,Oskar,6
85253,80s,Osman,24
85254,80s,Osmara,7
85255,80s,Osmin,21
85256,80s,Osualdo,35
85257,80s,Osvaldo,1220
85258,80s,Oswald,69
85259,80s,Oswaldo,405
85260,80s,Otha,10
85261,80s,Othon,5
85262,80s,Otilia,46
85263,80s,Otilio,5
85264,80s,Otis,1815
85265,80s,Otoniel,34
85266,80s,Otto,200
85267,80s,Ovidio,51
85268,80s,Owen,3522
85269,80s,Oyuki,15
85270,80s,Oziel,55
85271,80s,Ozzie,21
85272,80s,Pa,410
85273,80s,Pablo,4741
85274,80s,Pace,5
85275,80s,Paco,5
85276,80s,Paden,67
85277,80s,Padraic,33
85278,80s,Page,96
85279,80s,Paige,10136
85280,80s,Paisley,16
85281,80s,Pal,5
85282,80s,Palmer,15
85283,80s,Palmira,11
85284,80s,Paloma,537
85285,80s,Pam,11
85286,80s,Pamala,34
85287,80s,Pamela,25648
85288,80s,Panagiota,49
85289,80s,Panagiotis,118
85290,80s,Panayiota,5
85291,80s,Pang,218
85292,80s,Pantelis,5
85293,80s,Pao,98
85294,80s,Paola,1510
85295,80s,Paolo,247
85296,80s,Paris,2566
85297,80s,Parisa,55
85298,80s,Parker,2195
85299,80s,Parris,73
85300,80s,Parrish,63
85301,80s,Parveen,6
85302,80s,Pascal,47
85303,80s,Pascale,28
85304,80s,Pascual,211
85305,80s,Pasquale,343
85306,80s,Passion,36
85307,80s,Pat,32
85308,80s,Patience,227
85309,80s,Patric,102
85310,80s,Patrica,78
85311,80s,Patrice,5727
85312,80s,Patricia,45249
85313,80s,Patricio,250
85314,80s,Patrick,109457
85315,80s,Patrina,55
85316,80s,Patrisha,30
85317,80s,Patrisia,87
85318,80s,Patrizia,17
85319,80s,Patsy,392
85320,80s,Patti,120
85321,80s,Patty,412
85322,80s,Paul,101939
85323,80s,Paula,10835
85324,80s,Paulanthony,5
85325,80s,Paulette,804
85326,80s,Paulina,827
85327,80s,Pauline,1896
85328,80s,Paulino,119
85329,80s,Paulita,10
85330,80s,Paulmichael,10
85331,80s,Paulo,433
85332,80s,Pavel,5
85333,80s,Pawel,30
85334,80s,Paxton,18
85335,80s,Payal,136
85336,80s,Payam,27
85337,80s,Payden,12
85338,80s,Payton,216
85339,80s,Peaches,20
85340,80s,Pearl,1129
85341,80s,Pearla,8
85342,80s,Pebbles,5
85343,80s,Peder,14
85344,80s,Pedram,11
85345,80s,Pedro,11734
85346,80s,Pegah,5
85347,80s,Peggy,2593
85348,80s,Penelope,248
85349,80s,Peng,43
85350,80s,Penina,56
85351,80s,Penni,6
85352,80s,Pennie,12
85353,80s,Penny,2428
85354,80s,Pepper,23
85355,80s,Percival,5
85356,80s,Percy,630
85357,80s,Perel,6
85358,80s,Perez,10
85359,80s,Perfecto,6
85360,80s,Peri,22
85361,80s,Perl,17
85362,80s,Perla,1802
85363,80s,Perlita,63
85364,80s,Pernell,170
85365,80s,Perri,32
85366,80s,Perry,4131
85367,80s,Pessie,5
85368,80s,Pessy,53
85369,80s,Pete,1437
85370,80s,Peter,54859
85371,80s,Peterson,49
85372,80s,Petra,483
85373,80s,Petros,15
85374,80s,Peyton,329
85375,80s,Phaedra,16
85376,80s,Phat,5
85377,80s,Phebe,5
85378,80s,Pheng,133
85379,80s,Phi,49
85380,80s,Phil,106
85381,80s,Philbert,5
85382,80s,Philicia,11
85383,80s,Philip,35087
85384,80s,Philipe,6
85385,80s,Philippa,11
85386,80s,Philippe,267
85387,80s,Phillip,44960
85388,80s,Phillipe,24
85389,80s,Phoebe,574
85390,80s,Phoenix,14
85391,80s,Phong,214
85392,80s,Phoua,5
85393,80s,Phu,37
85394,80s,Phuc,40
85395,80s,Phung,22
85396,80s,Phuong,370
85397,80s,Phylicia,934
85398,80s,Phyllis,967
85399,80s,Pia,227
85400,80s,Pierce,354
85401,80s,Piero,10
85402,80s,Pierre,3634
85403,80s,Pieter,5
85404,80s,Pietro,77
85405,80s,Pilar,342
85406,80s,Pinar,5
85407,80s,Pinchas,76
85408,80s,Pinchos,5
85409,80s,Pinchus,49
85410,80s,Pincus,5
85411,80s,Piotr,46
85412,80s,Piper,147
85413,80s,Polett,5
85414,80s,Polette,6
85415,80s,Polly,224
85416,80s,Pooja,180
85417,80s,Poonam,39
85418,80s,Porcha,151
85419,80s,Porche,124
85420,80s,Porchia,34
85421,80s,Porfirio,255
85422,80s,Porscha,373
85423,80s,Porsche,627
85424,80s,Porschea,11
85425,80s,Porschia,13
85426,80s,Porsha,1186
85427,80s,Porshay,5
85428,80s,Porshe,5
85429,80s,Porshia,54
85430,80s,Porter,17
85431,80s,Portia,1462
85432,80s,Pratik,11
85433,80s,Precilla,23
85434,80s,Precious,3225
85435,80s,Prentice,123
85436,80s,Prentiss,54
85437,80s,Prescilla,59
85438,80s,Prescott,6
85439,80s,Presley,6
85440,80s,Preston,9850
85441,80s,Price,29
85442,80s,Pricila,12
85443,80s,Pricilla,532
85444,80s,Primitivo,22
85445,80s,Prince,1164
85446,80s,Princess,2165
85447,80s,Princeton,80
85448,80s,Priscella,60
85449,80s,Priscila,188
85450,80s,Priscill,7
85451,80s,Priscilla,15709
85452,80s,Prisilla,49
85453,80s,Prisma,74
85454,80s,Pritesh,5
85455,80s,Priti,11
85456,80s,Priya,490
85457,80s,Priyanka,24
85458,80s,Promise,5
85459,80s,Pualani,6
85460,80s,Puanani,9
85461,80s,Puja,137
85462,80s,Purvi,6
85463,80s,Qasim,5
85464,80s,Qiana,469
85465,80s,Quadarius,5
85466,80s,Quadir,64
85467,80s,Quamaine,6
85468,80s,Quamane,5
85469,80s,Quamir,5
85470,80s,Quan,87
85471,80s,Quanasia,5
85472,80s,Quanda,12
85473,80s,Quanesha,12
85474,80s,Quanetta,5
85475,80s,Quang,150
85476,80s,Quanisha,135
85477,80s,Quanita,6
85478,80s,Quantavious,10
85479,80s,Quantavius,7
85480,80s,Quartez,7
85481,80s,Quashawn,18
85482,80s,Quasim,5
85483,80s,Quavis,5
85484,80s,Queen,23
85485,80s,Queena,25
85486,80s,Quentin,5848
85487,80s,Quenton,158
85488,80s,Quiana,1175
85489,80s,Quianna,36
85490,80s,Quincey,19
85491,80s,Quincy,3213
85492,80s,Quindarius,10
85493,80s,Quindell,5
85494,80s,Quinetta,15
85495,80s,Quinette,5
85496,80s,Quinn,1997
85497,80s,Quinnton,5
85498,80s,Quintan,5
85499,80s,Quintarius,10
85500,80s,Quintavious,37
85501,80s,Quintavius,19
85502,80s,Quintella,12
85503,80s,Quinten,285
85504,80s,Quintessa,5
85505,80s,Quintez,21
85506,80s,Quintin,1788
85507,80s,Quintina,56
85508,80s,Quinton,4552
85509,80s,Quirino,11
85510,80s,Quisto,5
85511,80s,Quoc,131
85512,80s,Quran,48
85513,80s,Quy,6
85514,80s,Quyen,31
85515,80s,Quynh,13
85516,80s,Raashida,10
85517,80s,Rabecca,22
85518,80s,Rabia,22
85519,80s,Rachael,25634
85520,80s,Rachal,161
85521,80s,Racheal,2892
85522,80s,Rachel,146898
85523,80s,Rachelann,18
85524,80s,Rachele,524
85525,80s,Rachell,340
85526,80s,Rachelle,8735
85527,80s,Racine,55
85528,80s,Racquel,819
85529,80s,Radames,53
85530,80s,Radhames,10
85531,80s,Radhika,17
85532,80s,Rae,648
85533,80s,Raeann,187
85534,80s,Raeanna,25
85535,80s,Raeanne,73
85536,80s,Raechel,230
85537,80s,Raechelle,5
85538,80s,Raeford,5
85539,80s,Raegan,58
85540,80s,Raeleen,12
85541,80s,Raelene,113
85542,80s,Raelyn,28
85543,80s,Raelynn,100
85544,80s,Rafael,11895
85545,80s,Rafaela,137
85546,80s,Rafal,5
85547,80s,Rafeal,72
85548,80s,Raffaele,45
85549,80s,Raffi,100
85550,80s,Rafi,5
85551,80s,Rafiq,7
85552,80s,Ragan,21
85553,80s,Ragene,6
85554,80s,Raguel,10
85555,80s,Rahcel,5
85556,80s,Raheem,925
85557,80s,Raheen,64
85558,80s,Raheim,37
85559,80s,Rahiem,66
85560,80s,Rahim,86
85561,80s,Rahman,24
85562,80s,Rahmel,129
85563,80s,Rahmell,7
85564,80s,Rahsaan,31
85565,80s,Rahsean,6
85566,80s,Rahshawn,5
85567,80s,Rahul,203
85568,80s,Raina,617
85569,80s,Rainbow,11
85570,80s,Raine,5
85571,80s,Rainer,5
85572,80s,Rainey,10
85573,80s,Rainier,22
85574,80s,Raisa,124
85575,80s,Raissa,5
85576,80s,Raiza,12
85577,80s,Raizel,145
85578,80s,Raizy,163
85579,80s,Raj,82
85580,80s,Raja,10
85581,80s,Rajahn,8
85582,80s,Rajan,18
85583,80s,Rajeev,5
85584,80s,Rajendra,5
85585,80s,Rajesh,53
85586,80s,Rajiv,104
85587,80s,Rakeem,136
85588,80s,Rakesh,23
85589,80s,Rakia,12
85590,80s,Rakim,84
85591,80s,Raleigh,107
85592,80s,Ralph,7596
85593,80s,Ralpheal,10
85594,80s,Raman,6
85595,80s,Ramandeep,5
85596,80s,Ramel,285
85597,80s,Ramell,52
85598,80s,Rami,160
85599,80s,Ramil,6
85600,80s,Ramin,47
85601,80s,Ramiro,3014
85602,80s,Ramon,10064
85603,80s,Ramona,1834
85604,80s,Ramond,28
85605,80s,Ramone,247
85606,80s,Ramonita,5
85607,80s,Ramsen,5
85608,80s,Ramses,61
85609,80s,Ramsey,457
85610,80s,Ramy,30
85611,80s,Ramzi,23
85612,80s,Ramzy,6
85613,80s,Rana,369
85614,80s,Ranada,87
85615,80s,Ranae,13
85616,80s,Ranata,6
85617,80s,Rance,83
85618,80s,Rand,11
85619,80s,Randa,237
85620,80s,Randal,1897
85621,80s,Randall,18952
85622,80s,Randee,145
85623,80s,Randeep,5
85624,80s,Randel,43
85625,80s,Randell,620
85626,80s,Randi,9541
85627,80s,Randie,12
85628,80s,Randle,43
85629,80s,Randolf,16
85630,80s,Randolph,2381
85631,80s,Randon,102
85632,80s,Randy,29056
85633,80s,Ranesha,5
85634,80s,Rani,45
85635,80s,Rania,60
85636,80s,Ranisha,15
85637,80s,Ransom,5
85638,80s,Ranulfo,12
85639,80s,Raoul,21
85640,80s,Raphael,1854
85641,80s,Rapheal,92
85642,80s,Raquan,5
85643,80s,Raquel,9402
85644,80s,Raquell,5
85645,80s,Rasean,7
85646,80s,Rasha,5
85647,80s,Rashaad,373
85648,80s,Rashaan,40
85649,80s,Rashad,3438
85650,80s,Rashan,113
85651,80s,Rashanda,26
85652,80s,Rashard,347
85653,80s,Rashaun,386
85654,80s,Rashawn,910
85655,80s,Rasheda,55
85656,80s,Rashee,5
85657,80s,Rasheed,540
85658,80s,Rasheeda,373
85659,80s,Rasheedah,132
85660,80s,Rasheem,201
85661,80s,Rasheema,7
85662,80s,Rasheen,255
85663,80s,Rasheena,16
85664,80s,Rasheida,5
85665,80s,Rasheim,7
85666,80s,Rashel,6
85667,80s,Rashell,71
85668,80s,Rashelle,95
85669,80s,Rashid,205
85670,80s,Rashida,636
85671,80s,Rashidah,14
85672,80s,Rashon,221
85673,80s,Rashonda,268
85674,80s,Rashun,5
85675,80s,Rashunda,31
85676,80s,Rasul,5
85677,80s,Ratana,5
85678,80s,Rathana,5
85679,80s,Raudel,117
85680,80s,Raul,11740
85681,80s,Raushanah,5
85682,80s,Raven,3609
85683,80s,Ravi,373
85684,80s,Ravinder,5
85685,80s,Rawan,6
85686,80s,Ray,7439
85687,80s,Raya,8
85688,80s,Rayann,5
85689,80s,Rayanna,6
85690,80s,Rayanne,5
85691,80s,Raychel,40
85692,80s,Rayford,36
85693,80s,Rayleen,34
85694,80s,Raylena,6
85695,80s,Raylene,184
85696,80s,Raylon,10
85697,80s,Raymel,6
85698,80s,Raymon,232
85699,80s,Raymond,41114
85700,80s,Raymone,10
85701,80s,Raymund,33
85702,80s,Raymundo,1052
85703,80s,Rayn,16
85704,80s,Rayna,459
85705,80s,Raynaldo,67
85706,80s,Raynard,189
85707,80s,Raynell,16
85708,80s,Raynelle,7
85709,80s,Raynesha,11
85710,80s,Raynisha,18
85711,80s,Rayquan,5
85712,80s,Raysa,5
85713,80s,Raysean,7
85714,80s,Raysha,5
85715,80s,Rayshaun,32
85716,80s,Rayshawn,383
85717,80s,Rayshon,5
85718,80s,Rayvon,48
85719,80s,Raziel,18
85720,80s,Reagan,500
85721,80s,Reana,22
85722,80s,Reanetta,5
85723,80s,Reanna,363
85724,80s,Reanne,10
85725,80s,Reba,249
85726,80s,Rebbeca,17
85727,80s,Rebbecca,107
85728,80s,Rebeca,1390
85729,80s,Rebecca,136391
85730,80s,Rebeccah,29
85731,80s,Rebecka,257
85732,80s,Rebeka,122
85733,80s,Rebekah,18196
85734,80s,Rebekka,102
85735,80s,Rebekkah,35
85736,80s,Reco,63
85737,80s,Redmond,5
85738,80s,Reece,304
85739,80s,Reed,1481
85740,80s,Reem,96
85741,80s,Reema,36
85742,80s,Reena,337
85743,80s,Reese,236
85744,80s,Refugio,310
85745,80s,Refujio,11
85746,80s,Regan,699
85747,80s,Reggie,1041
85748,80s,Regina,14388
85749,80s,Reginal,89
85750,80s,Reginald,13093
85751,80s,Reginaldo,10
85752,80s,Regine,131
85753,80s,Regino,14
85754,80s,Regis,126
85755,80s,Reid,2206
85756,80s,Reilly,27
85757,80s,Reina,1003
85758,80s,Reinaldo,587
85759,80s,Reizel,16
85760,80s,Reizy,5
85761,80s,Rekha,5
85762,80s,Remi,10
85763,80s,Remigio,29
85764,80s,Remington,263
85765,80s,Remo,5
85766,80s,Remy,204
85767,80s,Ren,25
85768,80s,Rena,1734
85769,80s,Renada,282
85770,80s,Renae,1821
85771,80s,Renald,5
85772,80s,Renaldo,351
85773,80s,Renan,5
85774,80s,Renard,149
85775,80s,Renarda,41
85776,80s,Renardo,40
85777,80s,Renata,1261
85778,80s,Renato,236
85779,80s,Renatta,11
85780,80s,Rene,8454
85781,80s,Renea,181
85782,80s,Renee,24459
85783,80s,Renel,5
85784,80s,Renell,5
85785,80s,Renesha,10
85786,80s,Renetta,5
85787,80s,Renika,10
85788,80s,Renisha,44
85789,80s,Renita,805
85790,80s,Renne,5
85791,80s,Reno,56
85792,80s,Renota,11
85793,80s,Renzo,14
85794,80s,Reshard,29
85795,80s,Reshma,21
85796,80s,Reshonda,10
85797,80s,Reuben,2159
85798,80s,Reuel,5
85799,80s,Reuven,41
85800,80s,Reva,468
85801,80s,Reveca,5
85802,80s,Rex,2008
85803,80s,Rey,455
85804,80s,Reyanna,5
85805,80s,Reyes,504
85806,80s,Reymundo,400
85807,80s,Reyn,45
85808,80s,Reyna,1476
85809,80s,Reynaldo,2461
85810,80s,Reynold,31
85811,80s,Reza,53
85812,80s,Rhamel,13
85813,80s,Rhea,656
85814,80s,Rheagan,6
85815,80s,Rheana,5
85816,80s,Rheanna,64
85817,80s,Rheannon,5
85818,80s,Rhett,933
85819,80s,Rhiana,16
85820,80s,Rhianna,224
85821,80s,Rhiannon,2753
85822,80s,Rhianon,5
85823,80s,Rhoda,185
85824,80s,Rhonda,8276
85825,80s,Rhyan,29
85826,80s,Rhys,42
85827,80s,Ria,39
85828,80s,Rian,328
85829,80s,Riana,42
85830,80s,Riane,21
85831,80s,Rianna,39
85832,80s,Rianne,6
85833,80s,Ric,22
85834,80s,Rica,7
85835,80s,Ricahrd,16
85836,80s,Ricard,10
85837,80s,Ricardo,22789
85838,80s,Riccardo,30
85839,80s,Ricci,62
85840,80s,Ricco,20
85841,80s,Rich,26
85842,80s,Richar,17
85843,80s,Richard,153457
85844,80s,Richardo,265
85845,80s,Richardson,6
85846,80s,Richele,10
85847,80s,Richelle,1375
85848,80s,Richie,246
85849,80s,Richmond,15
85850,80s,Richy,5
85851,80s,Rick,3637
85852,80s,Rickey,4533
85853,80s,Ricki,134
85854,80s,Rickie,753
85855,80s,Ricky,19763
85856,80s,Rico,1451
85857,80s,Ridge,114
85858,80s,Rifka,106
85859,80s,Rifky,34
85860,80s,Rigo,144
85861,80s,Rigoberto,1927
85862,80s,Rika,11
85863,80s,Riki,49
85864,80s,Rikki,1435
85865,80s,Riley,3036
85866,80s,Rima,38
85867,80s,Rina,359
85868,80s,Rio,49
85869,80s,Rion,6
85870,80s,Risa,186
85871,80s,Rishawn,10
85872,80s,Rishi,180
85873,80s,Rita,5740
85874,80s,Ritchie,70
85875,80s,Rithy,5
85876,80s,Rito,115
85877,80s,Riva,29
85878,80s,River,17
85879,80s,Rivka,669
85880,80s,Rivkah,107
85881,80s,Rivky,97
85882,80s,Rizwan,5
85883,80s,Rj,10
85884,80s,Rob,71
85885,80s,Robb,46
85886,80s,Robbert,5
85887,80s,Robbi,16
85888,80s,Robbie,2248
85889,80s,Robbin,74
85890,80s,Robby,1040
85891,80s,Rober,5
85892,80s,Robert,318353
85893,80s,Roberta,2710
85894,80s,Roberto,17413
85895,80s,Robet,5
85896,80s,Robin,25854
85897,80s,Robinson,189
85898,80s,Roby,11
85899,80s,Robyn,11594
85900,80s,Robyne,7
85901,80s,Robynn,11
85902,80s,Rocco,1095
85903,80s,Rochel,276
85904,80s,Rochell,24
85905,80s,Rochelle,6997
85906,80s,Rocio,3195
85907,80s,Rock,5
85908,80s,Rockey,6
85909,80s,Rocky,3859
85910,80s,Rod,60
85911,80s,Roddrick,16
85912,80s,Roddy,11
85913,80s,Rodel,5
85914,80s,Roderick,6214
85915,80s,Rodger,472
85916,80s,Rodney,17496
85917,80s,Rodolfo,4830
85918,80s,Rodrick,1393
85919,80s,Rodricus,52
85920,80s,Rodrigo,1806
85921,80s,Rodriguez,64
85922,80s,Rodrigus,5
85923,80s,Rodriques,16
85924,80s,Rodriquez,273
85925,80s,Roel,613
85926,80s,Rogelio,3611
85927,80s,Roger,17662
85928,80s,Rogerio,11
85929,80s,Rogers,46
85930,80s,Rohan,135
85931,80s,Rohit,49
85932,80s,Roizy,7
85933,80s,Rojelio,334
85934,80s,Roland,3652
85935,80s,Rolanda,143
85936,80s,Rolando,3738
85937,80s,Rolland,17
85938,80s,Rollin,5
85939,80s,Roma,13
85940,80s,Romaine,5
85941,80s,Roman,3406
85942,80s,Romana,17
85943,80s,Romel,140
85944,80s,Romelia,56
85945,80s,Romell,40
85946,80s,Romeo,440
85947,80s,Romero,26
85948,80s,Romesha,6
85949,80s,Romina,113
85950,80s,Rommel,113
85951,80s,Romona,11
85952,80s,Romulo,14
85953,80s,Romy,20
85954,80s,Ron,1461
85955,80s,Rona,12
85956,80s,Ronak,33
85957,80s,Ronald,46261
85958,80s,Ronaldo,94
85959,80s,Ronan,5
85960,80s,Ronata,5
85961,80s,Ronda,1074
85962,80s,Rondale,5
85963,80s,Rondel,5
85964,80s,Rondell,224
85965,80s,Roneisha,7
85966,80s,Ronell,71
85967,80s,Ronelle,5
85968,80s,Ronesha,18
85969,80s,Ronetta,5
85970,80s,Roni,194
85971,80s,Ronica,32
85972,80s,Ronika,13
85973,80s,Ronique,5
85974,80s,Ronisha,167
85975,80s,Ronit,18
85976,80s,Ronita,5
85977,80s,Ronna,5
85978,80s,Ronnel,10
85979,80s,Ronnell,200
85980,80s,Ronnesha,5
85981,80s,Ronni,85
85982,80s,Ronnie,11375
85983,80s,Ronnisha,29
85984,80s,Ronny,591
85985,80s,Ronson,17
85986,80s,Rontavious,5
85987,80s,Rony,130
85988,80s,Roosevelt,1247
85989,80s,Roque,198
85990,80s,Rori,32
85991,80s,Rory,4182
85992,80s,Rosa,10462
85993,80s,Rosaelena,5
85994,80s,Rosaisela,15
85995,80s,Rosalba,506
85996,80s,Rosalee,66
85997,80s,Rosalia,546
85998,80s,Rosalie,1134
85999,80s,Rosalina,245
86000,80s,Rosalind,469
86001,80s,Rosalinda,1703
86002,80s,Rosaline,6
86003,80s,Rosalio,174
86004,80s,Rosalva,341
86005,80s,Rosaly,5
86006,80s,Rosalyn,1109
86007,80s,Rosalynn,81
86008,80s,Rosamaria,260
86009,80s,Rosana,336
86010,80s,Rosangela,129
86011,80s,Rosann,11
86012,80s,Rosanna,2686
86013,80s,Rosanne,456
86014,80s,Rosaria,47
86015,80s,Rosario,1139
86016,80s,Rosaura,283
86017,80s,Rosbel,6
86018,80s,Roscoe,146
86019,80s,Rose,9493
86020,80s,Roseana,5
86021,80s,Roseann,660
86022,80s,Roseanna,533
86023,80s,Roseanne,420
86024,80s,Roselia,44
86025,80s,Roseline,19
86026,80s,Rosella,30
86027,80s,Roselle,5
86028,80s,Roselyn,180
86029,80s,Roselynn,5
86030,80s,Rosemari,13
86031,80s,Rosemarie,1539
86032,80s,Rosemary,4515
86033,80s,Rosenda,22
86034,80s,Rosendo,513
86035,80s,Rosene,17
86036,80s,Rosetta,227
86037,80s,Roshan,38
86038,80s,Roshana,5
86039,80s,Roshanda,188
86040,80s,Roshaunda,5
86041,80s,Roshawn,16
86042,80s,Roshelle,16
86043,80s,Roshni,27
86044,80s,Roshonda,147
86045,80s,Roshun,5
86046,80s,Roshunda,101
86047,80s,Rosibel,10
86048,80s,Rosie,905
86049,80s,Rosina,66
86050,80s,Rosio,653
86051,80s,Rosita,294
86052,80s,Roslyn,342
86053,80s,Roslynn,5
86054,80s,Ross,14933
86055,80s,Rossana,68
86056,80s,Rosy,42
86057,80s,Rothana,5
